filename,readid,runid,exit_status,barcode,taxID,name,score,lineage
324212_1778,2e96f976-b77f-439d-b19c-7d9aa9f8c35e,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1351,Enterococcus faecalis,1445,1:131567:2:1783272:1239:91061:186826:81852:1350:1351
324212_1778,6b235c04-1479-4e5d-a59c-be81a3f5bfdf,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,287,Pseudomonas aeruginosa,3379,1:131567:2:1224:1236:72274:135621:286:136841:287
324212_1778,f7dbf189-13f7-4c2b-bc03-d5bcf377a8ef,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1279,Staphylococcus,1936,1:131567:2:1783272:1239:91061:1385:90964:1279
324212_1778,8ea93b19-f982-4fde-8d49-ee6d9903efe4,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1386,Bacillus,6453,1:131567:2:1783272:1239:91061:1385:186817:1386
324212_1778,21378143-6077-4085-b5cf-9f717690ee04,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,559292,Saccharomyces cerevisiae S288C,4482,1:131567:2759:33154:4751:451864:4890:716545:147537:4891:4892:4893:4930:4932:559292
324212_1778,98af87d7-44e7-455c-8266-354b07d4c979,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,119912,Salmonella enterica subsp. enterica serovar Choleraesuis,16342,1:131567:2:1224:1236:91347:543:590:28901:59201:119912
324212_1778,16ade3ce-538b-4a40-83f7-5268d077d3e2,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,149385,Salmonella enterica subsp. enterica serovar Hadar,3969,1:131567:2:1224:1236:91347:543:590:28901:59201:149385
324212_1778,b499181f-a3e8-4d93-819d-67a8ea0fdf18,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,562,Escherichia coli,4229,1:131567:2:1224:1236:91347:543:561:562
324212_1778,41dad17d-cfb6-46e3-8496-1fe20142771d,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,938142,Salmonella enterica subsp. enterica serovar Choleraesuis str. ATCC 10708,7303,1:131567:2:1224:1236:91347:543:590:28901:59201:119912:938142
324212_1778,d5d1ca2b-e083-4495-bfe4-780e75a0398c,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,28901,Salmonella enterica,529,1:131567:2:1224:1236:91347:543:590:28901
